gene:evm.TU.01.1013 
gene:evm.TU.01.649 
gene:evm.TU.01.651 
gene:evm.TU.01.655 
gene:evm.TU.01.69 
gene:evm.TU.01.709 
gene:evm.TU.01.719 
gene:evm.TU.01.740 
gene:evm.TU.01.749 
gene:evm.TU.01.795 
gene:evm.TU.01.796 
gene:evm.TU.01.801 
gene:evm.TU.01.802 
gene:evm.TU.01.816 
gene:evm.TU.01.83 
gene:evm.TU.01.850 
gene:evm.TU.01.901 
gene:evm.TU.01.918 
gene:evm.TU.01.951 
gene:evm.TU.02.1016 
gene:evm.TU.02.1039 
gene:evm.TU.02.1071 
gene:evm.TU.02.1087 
gene:evm.TU.02.109 
gene:evm.TU.02.1111 
gene:evm.TU.02.1177 
gene:evm.TU.02.1197 
gene:evm.TU.02.120 
gene:evm.TU.02.1223 
gene:evm.TU.02.1244 
gene:evm.TU.02.1246 
gene:evm.TU.02.1329 
gene:evm.TU.02.1330 
gene:evm.TU.02.1406 
gene:evm.TU.02.1598 
gene:evm.TU.02.1680 
gene:evm.TU.02.1696 
gene:evm.TU.02.1712 
gene:evm.TU.02.1745 
gene:evm.TU.02.1863 
gene:evm.TU.02.1875 
gene:evm.TU.02.1891 
gene:evm.TU.02.1931 
gene:evm.TU.02.1933 
gene:evm.TU.02.1934 
gene:evm.TU.02.1941 
gene:evm.TU.02.1973 
gene:evm.TU.02.1986 
gene:evm.TU.02.2004 
gene:evm.TU.02.2019 
gene:evm.TU.02.2080 
gene:evm.TU.02.2081 
gene:evm.TU.02.2085 
gene:evm.TU.02.2117 
gene:evm.TU.02.2125 
gene:evm.TU.02.2132 
gene:evm.TU.02.2171 
gene:evm.TU.02.2187 
gene:evm.TU.02.2208 
gene:evm.TU.02.2253 
gene:evm.TU.02.2272 
gene:evm.TU.02.2277 
gene:evm.TU.02.2284 
gene:evm.TU.02.2294 
gene:evm.TU.02.2295 
gene:evm.TU.02.2304 
gene:evm.TU.02.2340 
gene:evm.TU.02.2356 
gene:evm.TU.02.2367 
gene:evm.TU.02.2370 
gene:evm.TU.02.2396 
gene:evm.TU.02.2416 
gene:evm.TU.02.2436 
gene:evm.TU.02.2439 
gene:evm.TU.02.2470 
gene:evm.TU.02.2478 
gene:evm.TU.02.2484 
gene:evm.TU.02.2509 
gene:evm.TU.02.2510 
gene:evm.TU.02.2522 
gene:evm.TU.02.2530 
gene:evm.TU.02.2541 
gene:evm.TU.02.2555 
gene:evm.TU.02.2570 
gene:evm.TU.02.2600 
gene:evm.TU.02.2624 
gene:evm.TU.02.2630 
gene:evm.TU.02.264 
gene:evm.TU.02.2644 
gene:evm.TU.02.2655 
gene:evm.TU.02.2656 
gene:evm.TU.02.2657 
gene:evm.TU.02.2660 
gene:evm.TU.02.2688 
gene:evm.TU.02.2695 
gene:evm.TU.02.2696 
gene:evm.TU.02.2718 
gene:evm.TU.02.2723 
gene:evm.TU.02.2749 
gene:evm.TU.02.2759 
gene:evm.TU.02.2760 
gene:evm.TU.02.277 
gene:evm.TU.02.2779 
gene:evm.TU.02.2786 
gene:evm.TU.02.2787 
gene:evm.TU.02.2791 
gene:evm.TU.02.2793 
gene:evm.TU.02.2804 
gene:evm.TU.02.2812 
gene:evm.TU.02.2833 
gene:evm.TU.02.2834 
gene:evm.TU.02.2836 
gene:evm.TU.02.2865 
gene:evm.TU.02.2870 
gene:evm.TU.02.2875 
gene:evm.TU.02.2882 
gene:evm.TU.02.2891 
gene:evm.TU.02.2893 
gene:evm.TU.02.2896 
gene:evm.TU.02.2906 
gene:evm.TU.02.2926 
gene:evm.TU.02.2927 
gene:evm.TU.02.2945 
gene:evm.TU.02.2953 
gene:evm.TU.02.2970 
gene:evm.TU.02.2973 
gene:evm.TU.02.2988 
gene:evm.TU.02.3033 
gene:evm.TU.02.3038 
gene:evm.TU.02.3039 
gene:evm.TU.02.3044 
gene:evm.TU.02.3080 
gene:evm.TU.02.3097 
gene:evm.TU.02.3101 
gene:evm.TU.02.3130 
gene:evm.TU.02.3160 
gene:evm.TU.02.3185 
gene:evm.TU.02.3190 
gene:evm.TU.02.3191 
gene:evm.TU.02.3196 
gene:evm.TU.02.3202 
gene:evm.TU.02.3216 
gene:evm.TU.02.322 
gene:evm.TU.02.3239 
gene:evm.TU.02.3250 
gene:evm.TU.02.3254 
gene:evm.TU.02.3279 
gene:evm.TU.02.3283 
gene:evm.TU.02.345 
gene:evm.TU.02.36 
gene:evm.TU.02.364 
gene:evm.TU.02.398 
gene:evm.TU.02.444 
gene:evm.TU.02.453 
gene:evm.TU.02.458 
gene:evm.TU.02.482 
gene:evm.TU.02.52 
gene:evm.TU.02.531 
gene:evm.TU.02.532 
gene:evm.TU.02.546 
gene:evm.TU.02.57 
gene:evm.TU.02.595 
gene:evm.TU.02.624 
gene:evm.TU.02.628 
gene:evm.TU.02.629 
gene:evm.TU.02.709 
gene:evm.TU.02.727 
gene:evm.TU.02.756 
gene:evm.TU.02.783 
gene:evm.TU.02.814 
gene:evm.TU.02.834 
gene:evm.TU.02.90 
gene:evm.TU.02.927 
gene:evm.TU.02.930 
gene:evm.TU.02.956 
gene:evm.TU.02.969 
gene:evm.TU.02.981 
gene:evm.TU.02.983 
gene:evm.TU.03.1018 
gene:evm.TU.03.1052 
gene:evm.TU.03.1086 
gene:evm.TU.03.1166 
gene:evm.TU.03.119 
gene:evm.TU.03.120 
gene:evm.TU.03.1213 
gene:evm.TU.03.125 
gene:evm.TU.03.1294 
gene:evm.TU.03.1366 
gene:evm.TU.03.143 
gene:evm.TU.03.1436 
gene:evm.TU.03.1506 
gene:evm.TU.03.1555 
gene:evm.TU.03.157 
gene:evm.TU.03.1602 
gene:evm.TU.03.1706 
gene:evm.TU.03.1717 
gene:evm.TU.03.1729 
gene:evm.TU.03.1734 
gene:evm.TU.03.1750 
gene:evm.TU.03.1769 
gene:evm.TU.03.1774 
gene:evm.TU.03.203 
gene:evm.TU.03.206 
gene:evm.TU.03.2102 
gene:evm.TU.03.2107 
gene:evm.TU.03.330 
gene:evm.TU.03.331 
gene:evm.TU.03.337 
gene:evm.TU.03.366 
gene:evm.TU.03.396 
gene:evm.TU.03.445 
gene:evm.TU.03.448 
gene:evm.TU.03.473 
gene:evm.TU.03.542 
gene:evm.TU.03.546 
gene:evm.TU.03.599 
gene:evm.TU.03.66 
gene:evm.TU.03.778 
gene:evm.TU.03.789 
gene:evm.TU.03.790 
gene:evm.TU.03.845 
gene:evm.TU.03.882 
gene:evm.TU.03.979 
gene:evm.TU.03.986 
gene:evm.TU.04.1 
gene:evm.TU.04.1030 
gene:evm.TU.04.1038 
gene:evm.TU.04.1039 
gene:evm.TU.04.1043 
gene:evm.TU.04.1050 
gene:evm.TU.04.1052 
gene:evm.TU.04.11 
gene:evm.TU.04.1133 
gene:evm.TU.04.114 
gene:evm.TU.04.1146 
gene:evm.TU.04.1155 
gene:evm.TU.04.1162 
gene:evm.TU.04.1168 
gene:evm.TU.04.1176 
gene:evm.TU.04.1181 
gene:evm.TU.04.1205 
gene:evm.TU.04.1211 
gene:evm.TU.04.1244 
gene:evm.TU.04.1259 
gene:evm.TU.04.1327 
gene:evm.TU.04.1329 
gene:evm.TU.04.1338 
gene:evm.TU.04.136 
gene:evm.TU.04.1362 
gene:evm.TU.04.1366 
gene:evm.TU.04.1438 
gene:evm.TU.04.1484 
gene:evm.TU.04.1490 
gene:evm.TU.04.1536 
gene:evm.TU.04.1547 
gene:evm.TU.04.157 
gene:evm.TU.04.1578 
gene:evm.TU.04.16 
gene:evm.TU.04.1600 
gene:evm.TU.04.1617 
gene:evm.TU.04.1664 
gene:evm.TU.04.1682 
gene:evm.TU.04.1715 
gene:evm.TU.04.1725 
gene:evm.TU.04.1733 
gene:evm.TU.04.1752 
gene:evm.TU.04.1795 
gene:evm.TU.04.180 
gene:evm.TU.04.1800 
gene:evm.TU.04.1817 
gene:evm.TU.04.184 
gene:evm.TU.04.1846 
gene:evm.TU.04.1870 
gene:evm.TU.04.1893 
gene:evm.TU.04.1906 
gene:evm.TU.04.1907 
gene:evm.TU.04.1919 
gene:evm.TU.04.1932 
gene:evm.TU.04.1952 
gene:evm.TU.04.1962 
gene:evm.TU.04.1982 
gene:evm.TU.04.1993 
gene:evm.TU.04.2019 
gene:evm.TU.04.2028 
gene:evm.TU.04.2052 
gene:evm.TU.04.206 
gene:evm.TU.04.2082 
gene:evm.TU.04.2085 
gene:evm.TU.04.2121 
gene:evm.TU.04.2173 
gene:evm.TU.04.2191 
gene:evm.TU.04.2266 
gene:evm.TU.04.2316 
gene:evm.TU.04.2375 
gene:evm.TU.04.238 
gene:evm.TU.04.2434 
gene:evm.TU.04.2441 
gene:evm.TU.04.2459 
gene:evm.TU.04.280 
gene:evm.TU.04.281 
gene:evm.TU.04.312 
gene:evm.TU.04.314 
gene:evm.TU.04.317 
gene:evm.TU.04.333 
gene:evm.TU.04.334 
gene:evm.TU.04.38 
gene:evm.TU.04.393 
gene:evm.TU.04.395 
gene:evm.TU.04.399 
gene:evm.TU.04.408 
gene:evm.TU.04.425 
gene:evm.TU.04.465 
gene:evm.TU.04.488 
gene:evm.TU.04.502 
gene:evm.TU.04.530_evm.TU.04.529 
gene:evm.TU.04.544 
gene:evm.TU.04.590 
gene:evm.TU.04.606 
gene:evm.TU.04.632 
gene:evm.TU.04.642 
gene:evm.TU.04.673 
gene:evm.TU.04.698 
gene:evm.TU.04.704 
gene:evm.TU.04.724 
gene:evm.TU.04.770 
gene:evm.TU.04.779 
gene:evm.TU.04.833 
gene:evm.TU.04.87 
gene:evm.TU.04.877 
gene:evm.TU.04.895 
gene:evm.TU.04.930 
gene:evm.TU.04.949 
gene:evm.TU.05.102 
gene:evm.TU.05.103 
gene:evm.TU.05.1033 
gene:evm.TU.05.1082 
gene:evm.TU.05.1095 
gene:evm.TU.05.1097 
gene:evm.TU.05.1113 
gene:evm.TU.05.1145 
gene:evm.TU.05.1191 
gene:evm.TU.05.1197 
gene:evm.TU.05.1213 
gene:evm.TU.05.1226 
gene:evm.TU.05.1249 
gene:evm.TU.05.1251 
gene:evm.TU.05.1253 
gene:evm.TU.05.1466 
gene:evm.TU.05.1586 
gene:evm.TU.05.1606 
gene:evm.TU.05.1611 
gene:evm.TU.05.1618 
gene:evm.TU.05.1620 
gene:evm.TU.05.1623 
gene:evm.TU.05.1646 
gene:evm.TU.05.1671 
gene:evm.TU.05.1675 
gene:evm.TU.05.1690 
gene:evm.TU.05.1692 
gene:evm.TU.05.1701 
gene:evm.TU.05.1706 
gene:evm.TU.05.1767 
gene:evm.TU.05.1787 
gene:evm.TU.05.1861 
gene:evm.TU.05.1905 
gene:evm.TU.05.1913 
gene:evm.TU.05.1918 
gene:evm.TU.05.1928 
gene:evm.TU.05.1931 
gene:evm.TU.05.1934 
gene:evm.TU.05.1935 
gene:evm.TU.05.1960 
gene:evm.TU.05.2000 
gene:evm.TU.05.2020 
gene:evm.TU.05.2022 
gene:evm.TU.05.210 
gene:evm.TU.05.2138 
gene:evm.TU.05.2144 
gene:evm.TU.05.232 
gene:evm.TU.05.291 
gene:evm.TU.05.296 
gene:evm.TU.05.3 
gene:evm.TU.05.303 
gene:evm.TU.05.348 
gene:evm.TU.05.42 
gene:evm.TU.05.49 
gene:evm.TU.05.51 
gene:evm.TU.05.524 
gene:evm.TU.05.552 
gene:evm.TU.05.563 
gene:evm.TU.05.567 
gene:evm.TU.05.664 
gene:evm.TU.05.665 
gene:evm.TU.05.697 
gene:evm.TU.05.708 
gene:evm.TU.05.764 
gene:evm.TU.05.816 
gene:evm.TU.05.834 
gene:evm.TU.05.935 
gene:evm.TU.05.937 
gene:evm.TU.05.950 
gene:evm.TU.06.1002 
gene:evm.TU.06.1022 
gene:evm.TU.06.109 
gene:evm.TU.06.110 
gene:evm.TU.06.1143 
gene:evm.TU.06.119 
gene:evm.TU.06.1330 
gene:evm.TU.06.1356 
gene:evm.TU.06.1391 
gene:evm.TU.06.1419 
gene:evm.TU.06.1439 
gene:evm.TU.06.1470 
gene:evm.TU.06.1471 
gene:evm.TU.06.1480 
gene:evm.TU.06.1498 
gene:evm.TU.06.1559 
gene:evm.TU.06.1617 
gene:evm.TU.06.1626 
gene:evm.TU.06.1699 
gene:evm.TU.06.1700 
gene:evm.TU.06.1713 
gene:evm.TU.06.1715 
gene:evm.TU.06.1738 
gene:evm.TU.06.1745 
gene:evm.TU.06.1746 
gene:evm.TU.06.1779 
gene:evm.TU.06.178 
gene:evm.TU.06.1787 
gene:evm.TU.06.1797 
gene:evm.TU.06.1798 
gene:evm.TU.06.1806 
gene:evm.TU.06.1812 
gene:evm.TU.06.1816 
gene:evm.TU.06.1878 
gene:evm.TU.06.1889 
gene:evm.TU.06.1891 
gene:evm.TU.06.1930 
gene:evm.TU.06.1951 
gene:evm.TU.06.1987 
gene:evm.TU.06.1990 
gene:evm.TU.06.2001 
gene:evm.TU.06.2008 
gene:evm.TU.06.2019 
gene:evm.TU.06.2020 
gene:evm.TU.06.2064 
gene:evm.TU.06.2072 
gene:evm.TU.06.2076 
gene:evm.TU.06.2104 
gene:evm.TU.06.2107 
gene:evm.TU.06.2108 
gene:evm.TU.06.2124 
gene:evm.TU.06.2139 
gene:evm.TU.06.240 
gene:evm.TU.06.248 
gene:evm.TU.06.270 
gene:evm.TU.06.280 
gene:evm.TU.06.296 
gene:evm.TU.06.327 
gene:evm.TU.06.345 
gene:evm.TU.06.4 
gene:evm.TU.06.416 
gene:evm.TU.06.449 
gene:evm.TU.06.47 
gene:evm.TU.06.473 
gene:evm.TU.06.519 
gene:evm.TU.06.598 
gene:evm.TU.06.607 
gene:evm.TU.06.686 
gene:evm.TU.06.700 
gene:evm.TU.06.715 
gene:evm.TU.06.736 
gene:evm.TU.06.743 
gene:evm.TU.06.766 
gene:evm.TU.06.782 
gene:evm.TU.06.792 
gene:evm.TU.06.793 
gene:evm.TU.06.852 
gene:evm.TU.06.896 
gene:evm.TU.06.899 
gene:evm.TU.06.903 
gene:evm.TU.06.916 
gene:evm.TU.06.922 
gene:evm.TU.06.936 
gene:evm.TU.06.956 
gene:evm.TU.06.976 
gene:evm.TU.06.979 
gene:evm.TU.07.1064 
gene:evm.TU.07.1070 
gene:evm.TU.07.1079 
gene:evm.TU.07.1104 
gene:evm.TU.07.1125 
gene:evm.TU.07.1128 
gene:evm.TU.07.1171 
gene:evm.TU.07.1179 
gene:evm.TU.07.1217 
gene:evm.TU.07.1259 
gene:evm.TU.07.1306 
gene:evm.TU.07.1315 
gene:evm.TU.07.1318 
gene:evm.TU.07.1367 
gene:evm.TU.07.1375 
gene:evm.TU.07.1401 
gene:evm.TU.07.144 
gene:evm.TU.07.1482 
gene:evm.TU.07.1501 
gene:evm.TU.07.1506 
gene:evm.TU.07.1542 
gene:evm.TU.07.1562 
gene:evm.TU.07.1565 
gene:evm.TU.07.1589 
gene:evm.TU.07.1590 
gene:evm.TU.07.1592 
gene:evm.TU.07.1593 
gene:evm.TU.07.1594 
gene:evm.TU.07.1595 
gene:evm.TU.07.1596 
gene:evm.TU.07.1617 
gene:evm.TU.07.1636 
gene:evm.TU.07.1651 
gene:evm.TU.07.1659 
gene:evm.TU.07.1665 
gene:evm.TU.07.1670 
gene:evm.TU.07.1680 
gene:evm.TU.07.1688 
gene:evm.TU.07.1706 
gene:evm.TU.07.1736 
gene:evm.TU.07.1780 
gene:evm.TU.07.1828 
gene:evm.TU.07.1834 
gene:evm.TU.07.1843 
gene:evm.TU.07.227 
gene:evm.TU.07.241 
gene:evm.TU.07.242 
gene:evm.TU.07.244 
gene:evm.TU.07.257 
gene:evm.TU.07.259 
gene:evm.TU.07.27 
gene:evm.TU.07.271 
gene:evm.TU.07.280 
gene:evm.TU.07.301 
gene:evm.TU.07.310 
gene:evm.TU.07.331 
gene:evm.TU.07.35 
gene:evm.TU.07.353 
gene:evm.TU.07.357 
gene:evm.TU.07.367 
gene:evm.TU.07.37 
gene:evm.TU.07.391 
gene:evm.TU.07.392 
gene:evm.TU.07.394 
gene:evm.TU.07.420 
gene:evm.TU.07.45 
gene:evm.TU.07.450 
gene:evm.TU.07.48 
gene:evm.TU.07.50 
gene:evm.TU.07.51 
gene:evm.TU.07.527 
gene:evm.TU.07.541 
gene:evm.TU.07.546 
gene:evm.TU.07.626 
gene:evm.TU.07.628 
gene:evm.TU.07.646 
gene:evm.TU.07.659 
gene:evm.TU.07.7 
gene:evm.TU.07.714 
gene:evm.TU.07.73 
gene:evm.TU.07.733 
gene:evm.TU.07.742 
gene:evm.TU.07.744 
gene:evm.TU.07.755 
gene:evm.TU.07.82 
gene:evm.TU.07.850 
gene:evm.TU.07.908 
gene:evm.TU.07.953 
gene:evm.TU.07.958 
gene:evm.TU.08.1023 
gene:evm.TU.08.1044 
gene:evm.TU.08.1045 
gene:evm.TU.08.1049 
gene:evm.TU.08.1050 
gene:evm.TU.08.1058 
gene:evm.TU.08.1060 
gene:evm.TU.08.1079 
gene:evm.TU.08.1081 
gene:evm.TU.08.1098 
gene:evm.TU.08.1182 
gene:evm.TU.08.120 
gene:evm.TU.08.1211 
gene:evm.TU.08.1217 
gene:evm.TU.08.1224 
gene:evm.TU.08.1266 
gene:evm.TU.08.1275 
gene:evm.TU.08.1304 
gene:evm.TU.08.1310 
gene:evm.TU.08.1324 
gene:evm.TU.08.1342 
gene:evm.TU.08.1348 
gene:evm.TU.08.1372 
gene:evm.TU.08.1377 
gene:evm.TU.08.1408 
gene:evm.TU.08.1448 
gene:evm.TU.08.1483 
gene:evm.TU.08.1498 
gene:evm.TU.08.1502 
gene:evm.TU.08.1509 
gene:evm.TU.08.1516 
gene:evm.TU.08.1580 
gene:evm.TU.08.1582 
gene:evm.TU.08.1611 
gene:evm.TU.08.1613 
gene:evm.TU.08.1614 
gene:evm.TU.08.1646 
gene:evm.TU.08.1649 
gene:evm.TU.08.1662 
gene:evm.TU.08.1663 
gene:evm.TU.08.1665 
gene:evm.TU.08.1667 
gene:evm.TU.08.1706 
gene:evm.TU.08.1715 
gene:evm.TU.08.179 
gene:evm.TU.08.1792 
gene:evm.TU.08.1796 
gene:evm.TU.08.1808 
gene:evm.TU.08.184 
gene:evm.TU.08.1852 
gene:evm.TU.08.1877 
gene:evm.TU.08.1881 
gene:evm.TU.08.1888 
gene:evm.TU.08.1924 
gene:evm.TU.08.1931 
gene:evm.TU.08.195 
gene:evm.TU.08.1959 
gene:evm.TU.08.196 
gene:evm.TU.08.1962 
gene:evm.TU.08.1974 
gene:evm.TU.08.1980 
gene:evm.TU.08.219 
gene:evm.TU.08.238 
gene:evm.TU.08.247 
gene:evm.TU.08.29 
gene:evm.TU.08.299 
gene:evm.TU.08.301 
gene:evm.TU.08.305 
gene:evm.TU.08.326 
gene:evm.TU.08.330 
gene:evm.TU.08.337 
gene:evm.TU.08.44 
gene:evm.TU.08.443 
gene:evm.TU.08.483 
gene:evm.TU.08.523 
gene:evm.TU.08.524 
gene:evm.TU.08.589 
gene:evm.TU.08.606 
gene:evm.TU.08.643 
gene:evm.TU.08.671 
gene:evm.TU.08.718 
gene:evm.TU.08.723 
gene:evm.TU.08.735 
gene:evm.TU.08.737 
gene:evm.TU.08.803 
gene:evm.TU.08.846 
gene:evm.TU.08.856 
gene:evm.TU.08.90 
gene:evm.TU.08.918 
gene:evm.TU.08.919 
gene:evm.TU.08.921 
gene:evm.TU.08.943 
gene:evm.TU.08.948 
gene:evm.TU.09.1052 
gene:evm.TU.09.1070 
gene:evm.TU.09.1079 
gene:evm.TU.09.1088 
gene:evm.TU.09.1089 
gene:evm.TU.09.1113 
gene:evm.TU.09.1150 
gene:evm.TU.09.1185 
gene:evm.TU.09.1193 
gene:evm.TU.09.12 
gene:evm.TU.09.1211 
gene:evm.TU.09.1219 
gene:evm.TU.09.124 
gene:evm.TU.09.1251 
gene:evm.TU.09.1256 
gene:evm.TU.09.1318 
gene:evm.TU.09.1321 
gene:evm.TU.09.1332 
gene:evm.TU.09.1338 
gene:evm.TU.09.1341 
gene:evm.TU.09.1425 
gene:evm.TU.09.1445 
gene:evm.TU.09.1450 
gene:evm.TU.09.1506 
gene:evm.TU.09.1539 
gene:evm.TU.09.1553 
gene:evm.TU.09.1555 
gene:evm.TU.09.1608 
gene:evm.TU.09.1612 
gene:evm.TU.09.1616 
gene:evm.TU.09.165 
gene:evm.TU.09.1682 
gene:evm.TU.09.170 
gene:evm.TU.09.173 
gene:evm.TU.09.191 
gene:evm.TU.09.194 
gene:evm.TU.09.205 
gene:evm.TU.09.216 
gene:evm.TU.09.217 
gene:evm.TU.09.218 
gene:evm.TU.09.231 
gene:evm.TU.09.232 
gene:evm.TU.09.243 
gene:evm.TU.09.264 
gene:evm.TU.09.272 
gene:evm.TU.09.276 
gene:evm.TU.09.280 
gene:evm.TU.09.298 
gene:evm.TU.09.306 
gene:evm.TU.09.316 
gene:evm.TU.09.339 
gene:evm.TU.09.375 
gene:evm.TU.09.381 
gene:evm.TU.09.400 
gene:evm.TU.09.442 
gene:evm.TU.09.462 
gene:evm.TU.09.474 
gene:evm.TU.09.483 
gene:evm.TU.09.489 
gene:evm.TU.09.507 
gene:evm.TU.09.528 
gene:evm.TU.09.539 
gene:evm.TU.09.557 
gene:evm.TU.09.600 
gene:evm.TU.09.63 
gene:evm.TU.09.659 
gene:evm.TU.09.702 
gene:evm.TU.09.744 
gene:evm.TU.09.746 
gene:evm.TU.09.75 
gene:evm.TU.09.802 
gene:evm.TU.09.815 
gene:evm.TU.09.852 
gene:evm.TU.09.872 
gene:evm.TU.09.897 
gene:evm.TU.09.899 
gene:evm.TU.09.912 
gene:evm.TU.09.913 
gene:evm.TU.09.919 
gene:evm.TU.10.1011 
gene:evm.TU.10.1013 
gene:evm.TU.10.1017 
gene:evm.TU.10.1026 
gene:evm.TU.10.105 
gene:evm.TU.10.1073 
gene:evm.TU.10.1074 
gene:evm.TU.10.1076 
gene:evm.TU.10.1145 
gene:evm.TU.10.117 
gene:evm.TU.10.1245 
gene:evm.TU.10.1251 
gene:evm.TU.10.1274 
gene:evm.TU.10.1280 
gene:evm.TU.10.1282 
gene:evm.TU.10.1289 
gene:evm.TU.10.1303 
gene:evm.TU.10.1305 
gene:evm.TU.10.1316 
gene:evm.TU.10.1320 
gene:evm.TU.10.1333 
gene:evm.TU.10.1339 
gene:evm.TU.10.1343 
gene:evm.TU.10.1380 
gene:evm.TU.10.1404 
gene:evm.TU.10.1416 
gene:evm.TU.10.142 
gene:evm.TU.10.1449 
gene:evm.TU.10.1460 
gene:evm.TU.10.1506 
gene:evm.TU.10.1516 
gene:evm.TU.10.1517 
gene:evm.TU.10.1540 
gene:evm.TU.10.1541 
gene:evm.TU.10.1548 
gene:evm.TU.10.1553 
gene:evm.TU.10.1565 
gene:evm.TU.10.1566 
gene:evm.TU.10.1597 
gene:evm.TU.10.1598 
gene:evm.TU.10.1599 
gene:evm.TU.10.1603 
gene:evm.TU.10.1632 
gene:evm.TU.10.164 
gene:evm.TU.10.1642 
gene:evm.TU.10.1657 
gene:evm.TU.10.1666 
gene:evm.TU.10.1668 
gene:evm.TU.10.1672 
gene:evm.TU.10.1702 
gene:evm.TU.10.1703 
gene:evm.TU.10.1712 
gene:evm.TU.10.1724 
gene:evm.TU.10.1726 
gene:evm.TU.10.180 
gene:evm.TU.10.1835 
gene:evm.TU.10.1838 
gene:evm.TU.10.1853 
gene:evm.TU.10.1863 
gene:evm.TU.10.1866 
gene:evm.TU.10.1887 
gene:evm.TU.10.1890 
gene:evm.TU.10.1923 
gene:evm.TU.10.1928 
gene:evm.TU.10.1937 
gene:evm.TU.10.1975 
gene:evm.TU.10.200 
gene:evm.TU.10.2004 
gene:evm.TU.10.2015 
gene:evm.TU.10.2041 
gene:evm.TU.10.2043 
gene:evm.TU.10.2049 
gene:evm.TU.10.205 
gene:evm.TU.10.2054 
gene:evm.TU.10.2181 
gene:evm.TU.10.2221 
gene:evm.TU.10.2227 
gene:evm.TU.10.2231 
gene:evm.TU.10.2236 
gene:evm.TU.10.2239 
gene:evm.TU.10.2244 
gene:evm.TU.10.232 
gene:evm.TU.10.236 
gene:evm.TU.10.257 
gene:evm.TU.10.264 
gene:evm.TU.10.28 
gene:evm.TU.10.325 
gene:evm.TU.10.36 
gene:evm.TU.10.390 
gene:evm.TU.10.443 
gene:evm.TU.10.451 
gene:evm.TU.10.496 
gene:evm.TU.10.501 
gene:evm.TU.10.540 
gene:evm.TU.10.640 
gene:evm.TU.10.686 
gene:evm.TU.10.702 
gene:evm.TU.10.713 
gene:evm.TU.10.772 
gene:evm.TU.10.790 
gene:evm.TU.10.796 
gene:evm.TU.10.806 
gene:evm.TU.10.814 
gene:evm.TU.10.817 
gene:evm.TU.10.823 
gene:evm.TU.10.840 
gene:evm.TU.10.848 
gene:evm.TU.10.857 
gene:evm.TU.10.871 
gene:evm.TU.10.878 
gene:evm.TU.10.885 
gene:evm.TU.10.919 
