from	to	r	t	p.value	FDR	significant	group
evm.TU.04.1869	evm.TU.01.100	0.9891146929440088	13.443934690502443	8.854498251487028e-5	0.15442871149324686	FALSE	0
evm.TU.02.2410	evm.TU.01.1003	0.9911057219197426	14.895238694071795	5.915523438316297e-5	0.028667261984100495	FALSE	0
evm.TU.02.2909	evm.TU.01.1003	0.9925600451081606	16.30406599584299	4.141174077111644e-5	0.028667261984100495	FALSE	0
evm.TU.07.1576	evm.TU.01.1003	0.9923263642504743	16.051059121437433	4.405054930513793e-5	0.028667261984100495	FALSE	0
evm.TU.08.1127	evm.TU.01.1003	0.991013351050851	14.817451911799141	6.038845437517408e-5	0.028667261984100495	FALSE	0
evm.TU.08.855	evm.TU.01.1003	0.9866362760120391	12.110557768060424	1.3334518519698944e-4	0.04081851893447058	FALSE	0
evm.TU.09.122	evm.TU.01.1003	0.9916682136573667	15.396387398508917	5.19194023760183e-5	0.028667261984100495	FALSE	0
evm.TU.10.1807	evm.TU.01.1003	0.9875968495995111	12.579968009089233	1.149015854963661e-4	0.04081851893447058	FALSE	0
evm.TU.10.1984	evm.TU.01.1003	0.9944586664340488	18.918951571503413	2.2987244696508988e-5	0.028667261984100495	FALSE	0
novel_gene_550_5bd9a17a	evm.TU.01.1003	0.9968650993203677	25.19881573604483	7.362999564109416e-6	0.02446724755153559	FALSE	0
evm.TU.01.1484	evm.TU.01.1006	0.9871368074466603	12.348638360307513	1.2356420049851048e-4	0.06160686549120679	FALSE	0
evm.TU.01.976	evm.TU.01.1006	0.9863921279937766	11.999191728746181	1.3825067876641455e-4	0.06160686549120679	FALSE	0
evm.TU.02.3234	evm.TU.01.1006	0.9910603919550843	14.856915732389878	5.9758838245356875e-5	0.05782714934027053	FALSE	0
evm.TU.07.1693	evm.TU.01.1006	0.9903491599259433	14.291280350451942	6.962931889255934e-5	0.05782714934027053	FALSE	0
evm.TU.09.1370	evm.TU.01.1006	0.9915163554968897	15.256211774318029	5.382652135062001e-5	0.05782714934027053	FALSE	0
evm.TU.09.1438	evm.TU.01.1006	0.9906096785908067	14.491030754338382	6.592659686599525e-5	0.05782714934027053	FALSE	0
evm.TU.10.1972	evm.TU.01.1017	0.9865519072242165	12.071733221582045	1.3503037355284029e-4	0.3614516033493974	FALSE	0
evm.TU.01.2768	evm.TU.01.1019	0.9893180570493673	13.573401388192305	8.52732160489798e-5	0.008724184389589813	TRUE	0
evm.TU.01.517	evm.TU.01.1019	0.9932792368423177	17.163584241719832	3.3800601104074815e-5	0.00847757119489016	TRUE	0
evm.TU.01.538	evm.TU.01.1019	0.9896195248397619	13.772241100951703	8.05360632975912e-5	0.008724184389589813	TRUE	0
evm.TU.01.863	evm.TU.01.1019	0.9937728595956782	17.837539940499177	2.9022590323301175e-5	0.00847757119489016	TRUE	0
evm.TU.02.1166	evm.TU.01.1019	0.9925238512477204	16.264106758633964	4.181513440260363e-5	0.00847757119489016	TRUE	0
