gene_ID	coefVar.logTPM	coefVar.TPM	relVar.TPM	relVar.logTPM	rank.CVlogTPM	rank.CVTPM	rank.varTPM	rank.varlogTPM
novel_gene_3490_5bd9a17a	1.6261354077564798	2.373087770491033	114939.94005800076	3.542441628098292	15009	15414	16632	16632
novel_gene_1417_5bd9a17a	0.30695425908886265	0.9868311733483128	11172.259600382476	0.31824147499925903	10395	12005	16631	13288
novel_gene_2254_5bd9a17a	0.3564414296704522	1.1243423978580025	6096.7679128234095	0.3682713679716845	10901	12643	16630	13746
evm.TU.04.1181	1.3672898634180408	2.434551967192315	5829.759780746603	1.7637244367903375	14386	15457	16629	16576
evm.TU.04.1186	0.6374326695347173	2.3536848047575427	5634.34954625728	0.49496365846923485	12582	15396	16628	14568
evm.TU.07.160	0.5239523054442957	1.6674219465703395	5625.619733375618	0.630559061697996	11943	14494	16627	15196
evm.TU.02.2301	0.20632494264126902	1.0542669924316355	5509.928393094593	0.14156871051718017	8677	12326	16626	11190
novel_gene_3388_5bd9a17a	0.6543624957990412	1.906667352656506	5373.527442110133	0.7857508440156319	12659	14954	16625	15721
evm.TU.07.1035	0.523988566916872	1.9239037870783435	4091.5547091865956	0.5473268604351246	11944	14973	16624	14858
evm.TU.04.2050	0.3809793084241089	1.4024490473043723	3971.6640384837133	0.3539763425871983	11112	13645	16623	13626
evm.TU.03.611	0.4919437882462934	1.9268409015902461	3484.6317848520603	0.45263564189584043	11700	14976	16622	14305
evm.TU.03.616	0.634481585797745	1.921293475457191	3394.251353236037	0.6874114356670541	12570	14971	16621	15431
evm.TU.10.806	0.8238438273629491	2.237937519647495	3242.5726178321866	1.0027375894569037	13161	15313	16620	16123
evm.TU.09.1557	0.2594592123281954	0.6896955228276108	3161.7478066476942	0.22581391423401917	9732	9793	16619	12344
evm.TU.08.1544	0.70058687737103	2.0737413599893113	3056.0985629683605	0.7898484459523449	12803	15169	16618	15733
evm.TU.04.2177	0.28356452010318733	0.8182813926077847	3017.2071823810634	0.25409453130436227	10083	10868	16617	12687
novel_gene_3098_5bd9a17a	0.07099241817451561	0.7812729494072695	2951.9683747466474	0.01777839310117185	2781	10576	16616	5560
evm.TU.10.1804	0.6267038130054798	1.5483309575370552	2771.3371964511784	0.7402205421854638	12538	13983	16615	15589
novel_gene_894_5bd9a17a	0.28857728146911155	0.8590084976173933	2767.29363910839	0.2328792240540279	10161	11173	16614	12444
evm.TU.10.532	0.5517862649025974	1.8773589628889549	2637.065520291279	0.5617850327105086	12125	14913	16613	14924
novel_gene_3491_5bd9a17a	1.6462902274855988	2.2535312551444973	2533.059186443973	2.24372884730294	15063	15328	16612	16619
evm.TU.10.976	0.3406224104994042	1.8756716915495346	2512.7139468877617	0.2387301321984216	10746	14911	16611	12508
evm.TU.04.1030	1.7859170839353957	2.441968962140476	2414.5427965345198	2.2147473414872807	15257	15461	16610	16618
evm.TU.08.541	0.26084266923998156	1.6026521071842108	2396.0308554267735	0.15991081408908392	9751	14280	16609	11467
evm.TU.04.213	0.27965688260735017	1.7064835172417092	2327.715687118784	0.1816840277003132	10022	14591	16608	11795
novel_gene_178_5bd9a17a	0.3364504224176561	1.0160350935623197	2276.804951376772	0.3110155407945819	10703	12149	16607	13223
evm.TU.07.1843	2.449489742783178	2.4494897427831783	2242.189730078173	3.2840305394053573	15771	16353.5	16606	16631
evm.TU.02.2798	0.14232249447510864	0.8164358203786906	2225.1438423755867	0.06522687565528733	6831	10855	16605	9407
evm.TU.06.1922	0.12904326471914068	1.2347617232770545	2222.3860862601373	0.04854412481121536	6268	13136	16604	8644
evm.TU.08.1058	0.3693890067061974	1.4522130175244168	2154.5970478614013	0.30353439570977514	11017	13763	16603	13160
evm.TU.02.3054	0.3477385531489617	0.9536064922280518	1962.5586746625818	0.3382181446413932	10814	11802	16602	13497
evm.TU.04.2318	0.23046083521165134	0.9187837622822871	1911.2629584208005	0.15888047151301102	9210	11563	16601	11455
evm.TU.03.1011	0.6323674462650208	1.8638959264045545	1879.9062556983233	0.6455197026628843	12562	14893	16600	15256
evm.TU.09.1558	0.29301352280010173	0.6913184042548304	1872.8741845536272	0.2686369108992133	10218	9808	16599	12837
evm.TU.10.1458	0.6191214919409146	1.5255773744522498	1755.2596317466325	0.7513853660440495	12506	13935	16598	15629
evm.TU.10.817	0.9452319517473293	1.3887955996201589	1733.5509679364122	1.4072192585504748	13566	13603	16597	16487
evm.TU.02.1246	1.3212693774991142	2.407728438506654	1729.4104392548397	1.438548723969371	14348	15441	16596	16497
evm.TU.05.2020	0.315322357544833	1.2159161176306903	1713.1042207079001	0.2291167673286919	10488	13061	16595	12396
evm.TU.03.481	0.6696238084950551	1.764328222308825	1671.6236486226148	0.7389405778281619	12709	14728	16594	15585
novel_gene_3225_5bd9a17a	1.3788023618776695	2.4006002368492565	1653.448105892248	1.2535439877162466	14396	15437	16593	16388
evm.TU.08.1745	0.29611492011937723	1.1192463078405472	1639.3348036370112	0.22824343851824372	10260	12616	16592	12384
evm.TU.02.1832	0.5522053966380346	1.2145613241456168	1589.4241063889726	0.6675717796826499	12128	13051	16591	15362
evm.TU.04.2310	1.13237604197968	1.889019897016693	1544.9122417742885	1.6385784319373409	13938	14935	16590	16549
evm.TU.08.1613	0.10362611166926608	1.2234238160539552	1512.2825616922482	0.028161574864847386	4924	13091	16589	7082
evm.TU.04.2151	0.11812192607440697	1.1251301434343923	1506.1717071393746	0.03965671185518605	5745	12648	16588	8115
evm.TU.02.1462	1.5563208329844014	1.8532376240765047	1503.6897040233139	2.430629445796586	14657	14879	16587	16625
evm.TU.04.2003	0.39143052851609633	1.3022836916813678	1493.8669950497333	0.33321393797969984	11190	13342	16586	13454
evm.TU.02.2646	0.5703377454102402	1.206161803050765	1460.950365281162	0.6732056190992545	12244	13007	16585	15375
evm.TU.06.1975	0.29475937913817313	1.0010571266423043	1458.9894206472811	0.23501334356590559	10240	12076	16584	12470
evm.TU.10.823	0.6816505229076611	2.0823240577955304	1456.6768325393814	0.6727749931655352	12748	15174	16583	15374
evm.TU.10.339	0.7731480924100574	1.903624828818324	1452.7576454052905	0.6849867442191155	12950	14950	16582	15416
evm.TU.02.2756	0.30841722925644494	0.8749704086096494	1423.1984975339421	0.2682817414792546	10409	11311	16581	12834
evm.TU.01.2327	0.18446425805915884	1.2526001902031934	1421.5655068809483	0.08197938363454468	8160	13191	16580	9929
evm.TU.04.1168	0.40417382982596617	1.0788922740180318	1413.9570309030473	0.3489635854536446	11277	12435	16579	13582
evm.TU.07.1707	1.6608733904842585	2.277203254855987	1362.5683479617162	1.9915705090271527	15101	15346	16578	16599
