N_unmapped	1547082	1547082	1547082
N_multimapping	1154687	1154687	1154687
N_noFeature	1998782	22632049	2580035
N_ambiguous	441441	1931	64212
novel_gene_1202_5bd9a17a	0	0	11
novel_gene_931_5bd9a17a	44	0	44
novel_gene_564_5bd9a17a	2284	66	2218
evm.TU.01.1936	0	0	0
evm.TU.01.2877	0	0	0
evm.TU.01.2844	0	0	0
evm.TU.01.2454	0	0	0
novel_gene_1125_5bd9a17a	86	0	86
novel_gene_769_5bd9a17a	461	6	455
evm.TU.01.2671	546	16	530
novel_gene_1021_5bd9a17a	0	23	3
evm.TU.01.253	467	9	458
evm.TU.01.2573	1916	38	1878
evm.TU.01.1200	711	73	638
evm.TU.01.262	1383	83	1300
evm.TU.01.589	20	1	19
novel_gene_1162_5bd9a17a	403	18	385
evm.TU.01.2570	149	3	146
novel_gene_808_5bd9a17a	306	6	300
evm.TU.01.540	233	7	226
evm.TU.01.649	14	0	14
evm.TU.01.3041	0	0	0
evm.TU.01.276	296	1	296
novel_gene_973_5bd9a17a	39	0	39
evm.TU.01.1749	0	0	0
evm.TU.01.2344	0	0	0
evm.TU.01.800	9	9	0
evm.TU.01.1203	5977	129	5848
evm.TU.01.1864	0	0	0
novel_gene_273_5bd9a17a	42	7	35
evm.TU.01.623	26232	652	25580
evm.TU.01.2263	0	0	0
evm.TU.01.1522	74	22	52
evm.TU.01.842	0	0	0
evm.TU.01.2368	599	2	597
evm.TU.01.1500	394	4	390
evm.TU.01.813	118	0	118
evm.TU.01.2867	227	3	224
novel_gene_1205_5bd9a17a	34	0	37
evm.TU.01.1598	4	4	0
evm.TU.01.1963	0	0	0
evm.TU.01.2629	40	3	37
evm.TU.01.2438	22	1	21
evm.TU.01.1084	0	0	0
evm.TU.01.2826	0	0	0
novel_gene_215_5bd9a17a	1076	23	1053
evm.TU.01.2967	371	7	364
evm.TU.01.2254	0	0	0
evm.TU.01.2897	27	1	26
evm.TU.01.330	38	2	36
evm.TU.01.336	0	0	0
evm.TU.01.1601	0	0	0
evm.TU.01.2828	162	1	161
novel_gene_1155_5bd9a17a	19	0	19
evm.TU.01.1385	34	0	34
evm.TU.01.2367	0	0	0
evm.TU.01.1367	0	0	0
evm.TU.01.1388	18	14	4
novel_gene_603_5bda875f	480	27	453
evm.TU.01.125	0	0	0
evm.TU.01.1295	445	0	445
