N_unmapped	2481090	2481090	2481090
N_multimapping	2479549	2479549	2479549
N_noFeature	2725409	17609318	3998256
N_ambiguous	6406122	2600	33540
novel_gene_1202_5bd9a17a	2	1	56
novel_gene_931_5bd9a17a	25	3	22
novel_gene_564_5bd9a17a	3427	260	3167
evm.TU.01.1936	0	0	0
evm.TU.01.2877	0	0	0
evm.TU.01.2844	0	0	0
evm.TU.01.2454	0	0	0
novel_gene_1125_5bd9a17a	47	1	46
novel_gene_769_5bd9a17a	499	45	454
evm.TU.01.2671	1089	79	1010
novel_gene_1021_5bd9a17a	0	21	7
evm.TU.01.253	670	37	633
evm.TU.01.2573	743	46	697
evm.TU.01.1200	446	27	419
evm.TU.01.262	2321	146	2175
evm.TU.01.589	25	1	24
novel_gene_1162_5bd9a17a	525	36	489
evm.TU.01.2570	878	63	815
novel_gene_808_5bd9a17a	1403	146	1257
evm.TU.01.540	1581	142	1439
evm.TU.01.649	92	11	81
evm.TU.01.3041	0	0	0
evm.TU.01.276	1633	71	1562
novel_gene_973_5bd9a17a	49	5	44
evm.TU.01.1749	1	0	1
evm.TU.01.2344	0	0	0
evm.TU.01.800	5	4	1
evm.TU.01.1203	718	44	674
evm.TU.01.1864	0	0	0
novel_gene_273_5bd9a17a	18	4	14
evm.TU.01.623	19989	1141	18849
evm.TU.01.2263	0	0	0
evm.TU.01.1522	359	298	61
evm.TU.01.842	0	0	0
evm.TU.01.2368	1525	142	1383
evm.TU.01.1500	266	30	236
evm.TU.01.813	1536	125	1411
evm.TU.01.2867	463	33	430
novel_gene_1205_5bd9a17a	50	2	57
evm.TU.01.1598	0	0	0
evm.TU.01.1963	0	0	0
evm.TU.01.2629	872	76	796
evm.TU.01.2438	234	17	217
evm.TU.01.1084	0	0	0
evm.TU.01.2826	0	0	0
novel_gene_215_5bd9a17a	209	25	184
evm.TU.01.2967	177	14	163
evm.TU.01.2254	0	0	0
evm.TU.01.2897	131	8	123
evm.TU.01.330	156	9	147
evm.TU.01.336	0	0	0
evm.TU.01.1601	0	0	0
evm.TU.01.2828	3271	236	3035
novel_gene_1155_5bd9a17a	282	14	268
evm.TU.01.1385	53	25	28
evm.TU.01.2367	0	0	0
evm.TU.01.1367	0	0	0
evm.TU.01.1388	119	11	108
novel_gene_603_5bda875f	7685	527	7158
evm.TU.01.125	0	0	0
evm.TU.01.1295	314	32	282
evm.TU.01.1617	0	0	0
novel_gene_307_5bd9a17a	0	0	0
novel_gene_963_5bd9a17a	2761	316	2445
evm.TU.01.1325	0	0	0
evm.TU.01.526	240	12	228
evm.TU.01.1624	0	0	0
evm.TU.01.81	145	9	136
novel_gene_555_5bd9a17a	0	0	0
evm.TU.01.1693	3	0	3
evm.TU.01.2383	0	0	0
evm.TU.01.2456	443	31	412
novel_gene_318_5bd9a17a	84	10	74
evm.TU.01.2821	259	16	243
evm.TU.01.153	229	15	214
evm.TU.01.331	523	42	481
novel_gene_992_5bd9a17a	160	10	150
evm.TU.01.2996	0	0	0
evm.TU.01.2523	391	26	365
evm.TU.01.2033	0	0	0
evm.TU.01.2591	412	30	382
evm.TU.01.945	5421	346	5075
evm.TU.01.2316	0	0	0
evm.TU.01.1031	621	38	583
evm.TU.01.2890	0	0	0
evm.TU.01.2172	632	53	579
evm.TU.01.1831	5781	476	5305
evm.TU.01.870	679	44	635
evm.TU.01.1801	1	0	1
evm.TU.01.983	1	0	1
evm.TU.01.2954	1409	111	1298
novel_gene_220_5bd9a17a	53	2	51
evm.TU.01.2493	0	0	0
evm.TU.01.1428	0	0	0
evm.TU.01.1882	344	46	299
novel_gene_191_5bd9a17a	0	0	0
evm.TU.01.1856	0	0	0
evm.TU.01.1615	0	0	0
evm.TU.01.2569	0	0	0
evm.TU.01.2467	314	13	301
evm.TU.01.981	1450	1812	2063
evm.TU.01.678	0	0	0
novel_gene_821_5bd9a17a	34	1	33
evm.TU.01.436	2579	173	2406
evm.TU.01.3035	1757	102	1655
evm.TU.01.2918	51	1	50
evm.TU.01.289	4588	243	4345
evm.TU.01.2587	0	0	0
evm.TU.01.2214	0	0	0
evm.TU.01.1300	42	407	114
evm.TU.01.3066	673	54	619
evm.TU.01.2186	683	60	623
evm.TU.01.2122	0	0	0
evm.TU.01.1927	4	0	7
evm.TU.01.2685	410	32	378
evm.TU.01.2825	81	7	74
evm.TU.01.661	781	63	718
evm.TU.01.1222	1083	72	1011
evm.TU.01.779	371	20	351
evm.TU.01.2400	0	0	0
novel_gene_721_5bd9a17a	48	11	41
evm.TU.01.770	538	40	498
evm.TU.01.1884	99	3	96
evm.TU.01.1766	0	0	0
evm.TU.01.302	46	1	45
evm.TU.01.122	3441	148	3293
evm.TU.01.1646	786	50	736
evm.TU.01.2885	369	37	332
evm.TU.01.988	772	48	724
novel_gene_664_5bd9a17a	2480	274	2206
evm.TU.01.2450	0	0	0
novel_gene_1166_5bd9a17a	87	80	7
novel_gene_627_5bd9a17a	649	40	609
novel_gene_188_5bd9a17a	1061	60	1001
evm.TU.01.2109	207	17	190
evm.TU.01.2459	0	0	0
evm.TU.01.301	2	0	2
evm.TU.01.1373	1276	81	1195
evm.TU.01.1607	1464	214	1250
evm.TU.01.781	811	64	747
evm.TU.01.140	69	6	63
evm.TU.01.2704	0	0	0
evm.TU.01.1951	0	0	0
evm.TU.01.973	0	0	0
evm.TU.01.2379	188	16	172
evm.TU.01.2848	864	43	821
novel_gene_540_5bd9a17a	261	16	245
evm.TU.01.245	1356	87	1270
evm.TU.01.2135	517	52	465
novel_gene_229_5bd9a17a	4515	343	4172
evm.TU.01.2485	370	614	576
evm.TU.01.2320	0	0	0
evm.TU.01.1655	0	0	0
evm.TU.01.1770	0	0	0
novel_gene_616_5bda875f	109	9	101
evm.TU.01.2216	0	0	0
evm.TU.01.483	293	17	276
evm.TU.01.2162	517	27	490
evm.TU.01.107	1351	123	1228
evm.TU.01.3054	0	0	0
novel_gene_1219_5bd9a17a	0	179	1639
evm.TU.01.1728	402	29	373
evm.TU.01.1326	0	0	0
evm.TU.01.164	29	0	29
evm.TU.01.1759	0	0	0
evm.TU.01.2038	90	7	83
novel_gene_1200_5bd9a17a	0	0	4
evm.TU.01.1485	157	6	151
evm.TU.01.900	336	32	304
evm.TU.01.2276	225	15	210
evm.TU.01.614	17	4	13
evm.TU.01.244	127	9	118
evm.TU.01.2763	597	68	529
novel_gene_377_5bd9a17a	327	22	305
evm.TU.01.2740	991	78	913
evm.TU.01.1239	20	3	17
evm.TU.01.2388	36	13	23
novel_gene_1160_5bd9a17a	93	7	86
evm.TU.01.690	1169	170	1747
evm.TU.01.1584	0	0	0
evm.TU.01.273	378	49	329
evm.TU.01.1251	4614	321	4293
evm.TU.01.474	559	28	531
evm.TU.01.29	622	48	574
evm.TU.01.1546	0	0	0
evm.TU.01.419	149	23	126
evm.TU.01.1705	1137	84	1053
evm.TU.01.1275	0	0	0
novel_gene_329_5bd9a17a	0	0	0
evm.TU.01.2949	0	1	0
evm.TU.01.1443	3252	227	3025
evm.TU.01.2945	535	79	459
evm.TU.01.2178	0	47	434
novel_gene_264_5bd9a17a	380	36	344
evm.TU.01.2500	0	0	0
evm.TU.01.877	42	2	40
evm.TU.01.2448	0	0	0
evm.TU.01.2239	0	0	0
evm.TU.01.40	4170	417	3754
novel_gene_1176_5bd9a17a	34	32	2
evm.TU.01.346	0	0	0
novel_gene_184_5bd9a17a	41	6	35
evm.TU.01.2220	1063	101	962
evm.TU.01.243	392	34	358
evm.TU.01.1292	16	4	12
novel_gene_699_5bd9a17a	5794	369	5425
evm.TU.01.654	572	47	525
evm.TU.01.3007	444	26	418
evm.TU.01.1409	0	0	0
evm.TU.01.2561	1411	111	1300
evm.TU.01.1168	0	0	0
evm.TU.01.2393	0	0	0
evm.TU.01.878	0	0	0
evm.TU.01.278	1620	133	1487
evm.TU.01.34	461	33	428
evm.TU.01.1350	11	0	11
evm.TU.01.852	945	64	881
evm.TU.01.184	348	18	330
evm.TU.01.2902	718	59	659
evm.TU.01.1142	52	3	49
evm.TU.01.2462	0	0	0
evm.TU.01.746	72	4	68
novel_gene_626_5bd9a17a	1	0	1
novel_gene_333_5bd9a17a	2019	129	1890
evm.TU.01.2183	0	0	0
evm.TU.01.1984	0	0	0
evm.TU.01.1813	0	0	0
evm.TU.01.837	0	0	0
evm.TU.01.361	0	0	0
novel_gene_1084_5bd9a17a	100	13	87
evm.TU.01.1445	0	0	0
novel_gene_947_5bd9a17a	224	18	206
novel_gene_770_5bd9a17a	155	10	145
novel_gene_1198_5bd9a17a	76	9	67
evm.TU.01.709	112	6	106
novel_gene_1_5bd9a17a	210	55	155
evm.TU.01.2620	0	0	0
evm.TU.01.1076	10	1	9
evm.TU.01.1535	509	60	449
evm.TU.01.1537	69	13	56
evm.TU.01.373	1861	342	2215
evm.TU.01.694	348	19	336
evm.TU.01.2516	1	1	0
evm.TU.01.2992	823	85	738
evm.TU.01.1432	1800	109	1691
evm.TU.01.2460	0	0	0
evm.TU.01.841	774	58	716
evm.TU.01.2061	0	0	0
evm.TU.01.408	3	0	3
evm.TU.01.2387	0	0	0
evm.TU.01.2757	9	0	9
evm.TU.01.378	11	3	8
evm.TU.01.1007	0	0	0
evm.TU.01.739	0	0	0
evm.TU.01.1819	0	0	0
novel_gene_1228_5bd9a17a	81	7	74
evm.TU.01.1057	78	6	72
novel_gene_202_5bd9a17a	0	8	52
evm.TU.01.2575	0	0	0
novel_gene_427_5bd9a17a	3	3	0
evm.TU.01.2024	0	0	0
evm.TU.01.809	0	0	0
evm.TU.01.505	325	28	297
evm.TU.01.1879	2	2	0
evm.TU.01.2814	534	30	504
evm.TU.01.619	4573	287	4286
evm.TU.01.632	84	5	79
evm.TU.01.24	4	0	4
evm.TU.01.1873	131	7	125
evm.TU.01.351	1563	132	1431
evm.TU.01.2325	0	0	0
evm.TU.01.2950	356	30	326
