N_unmapped	4062350	4062350	4062350
N_multimapping	2457404	2457404	2457404
N_noFeature	4410254	17967778	16779130
N_ambiguous	504157	12440	12530
novel_gene_1202_5bd9a17a	0	25	7
novel_gene_931_5bd9a17a	0	0	0
novel_gene_564_5bd9a17a	3002	1280	1722
evm.TU.01.1936	0	0	0
evm.TU.01.2877	0	0	0
evm.TU.01.2844	0	0	0
evm.TU.01.2454	0	0	0
novel_gene_1125_5bd9a17a	1053	531	522
novel_gene_769_5bd9a17a	819	435	384
evm.TU.01.2671	2314	1071	1243
novel_gene_1021_5bd9a17a	0	287	352
evm.TU.01.253	3036	1356	1680
evm.TU.01.2573	2945	1321	1624
evm.TU.01.1200	818	436	383
evm.TU.01.262	17585	7949	9636
evm.TU.01.589	41	29	12
novel_gene_1162_5bd9a17a	1525	631	894
evm.TU.01.2570	33	7	26
novel_gene_808_5bd9a17a	548	233	315
evm.TU.01.540	936	457	479
evm.TU.01.649	1136	646	490
evm.TU.01.3041	0	0	0
evm.TU.01.276	1277	742	535
novel_gene_973_5bd9a17a	75	38	37
evm.TU.01.1749	0	0	0
evm.TU.01.2344	0	0	0
evm.TU.01.800	1	0	1
evm.TU.01.1203	3202	1494	1708
evm.TU.01.1864	0	0	0
novel_gene_273_5bd9a17a	0	0	0
evm.TU.01.623	55661	27740	27921
evm.TU.01.2263	0	0	0
evm.TU.01.1522	497	259	238
evm.TU.01.842	0	0	0
evm.TU.01.2368	3	0	3
evm.TU.01.1500	341	213	128
evm.TU.01.813	1340	641	699
evm.TU.01.2867	1306	569	737
novel_gene_1205_5bd9a17a	1102	619	528
evm.TU.01.1598	0	0	0
evm.TU.01.1963	0	0	0
evm.TU.01.2629	53	11	42
evm.TU.01.2438	691	334	357
evm.TU.01.1084	0	0	0
evm.TU.01.2826	0	0	0
novel_gene_215_5bd9a17a	320	176	144
evm.TU.01.2967	344	187	157
evm.TU.01.2254	0	0	0
evm.TU.01.2897	329	129	200
evm.TU.01.330	141	71	70
evm.TU.01.336	0	0	0
evm.TU.01.1601	0	0	0
evm.TU.01.2828	2257	1081	1176
novel_gene_1155_5bd9a17a	690	311	379
evm.TU.01.1385	49	21	28
evm.TU.01.2367	0	0	0
evm.TU.01.1367	0	0	0
evm.TU.01.1388	173	79	94
novel_gene_603_5bda875f	2776	1499	1277
evm.TU.01.125	0	0	0
evm.TU.01.1295	813	407	406
evm.TU.01.1617	0	0	0
novel_gene_307_5bd9a17a	0	0	0
novel_gene_963_5bd9a17a	378	174	204
evm.TU.01.1325	18	4	14
evm.TU.01.526	300	186	114
