N_unmapped	1517564	1517564	1517564
N_multimapping	2644294	2644294	2644294
N_noFeature	2139387	14052627	2494476
N_ambiguous	12333744	759	28275
novel_gene_1202_5bd9a17a	0	2	45
novel_gene_931_5bd9a17a	7	0	7
novel_gene_564_5bd9a17a	1079	22	1057
evm.TU.01.1936	0	0	0
evm.TU.01.2877	0	0	0
evm.TU.01.2844	0	0	0
evm.TU.01.2454	0	0	0
novel_gene_1125_5bd9a17a	56	2	54
novel_gene_769_5bd9a17a	447	4	443
evm.TU.01.2671	2554	64	2490
novel_gene_1021_5bd9a17a	0	1	0
evm.TU.01.253	1951	31	1920
evm.TU.01.2573	705	16	689
evm.TU.01.1200	178	7	171
evm.TU.01.262	767	19	748
evm.TU.01.589	12	0	12
novel_gene_1162_5bd9a17a	575	6	569
evm.TU.01.2570	5	0	5
novel_gene_808_5bd9a17a	1752	57	1695
evm.TU.01.540	2858	79	2779
evm.TU.01.649	353	9	344
evm.TU.01.3041	0	0	0
evm.TU.01.276	1171	17	1154
novel_gene_973_5bd9a17a	70	1	69
evm.TU.01.1749	0	0	0
evm.TU.01.2344	0	0	0
evm.TU.01.800	2	1	1
evm.TU.01.1203	354	8	346
evm.TU.01.1864	0	0	0
novel_gene_273_5bd9a17a	12	1	11
evm.TU.01.623	4883	81	4802
evm.TU.01.2263	2	0	2
evm.TU.01.1522	280	247	33
evm.TU.01.842	0	0	0
evm.TU.01.2368	127	2	125
evm.TU.01.1500	220	3	217
evm.TU.01.813	3623	69	3554
evm.TU.01.2867	808	24	784
novel_gene_1205_5bd9a17a	1864	69	2078
evm.TU.01.1598	0	0	0
evm.TU.01.1963	0	0	0
evm.TU.01.2629	470	11	459
evm.TU.01.2438	126	5	121
evm.TU.01.1084	0	0	0
evm.TU.01.2826	0	0	0
novel_gene_215_5bd9a17a	123	3	120
evm.TU.01.2967	126	0	126
evm.TU.01.2254	0	0	0
evm.TU.01.2897	20	1	19
evm.TU.01.330	92	1	91
evm.TU.01.336	0	0	0
evm.TU.01.1601	0	0	0
evm.TU.01.2828	5325	112	5213
novel_gene_1155_5bd9a17a	308	4	304
evm.TU.01.1385	14	2	12
evm.TU.01.2367	0	0	0
evm.TU.01.1367	0	0	0
evm.TU.01.1388	55	1	54
novel_gene_603_5bda875f	4124	87	4037
evm.TU.01.125	0	0	0
evm.TU.01.1295	258	6	252
evm.TU.01.1617	0	0	0
novel_gene_307_5bd9a17a	5	0	5
novel_gene_963_5bd9a17a	1009	30	979
evm.TU.01.1325	0	0	0
evm.TU.01.526	236	9	227
evm.TU.01.1624	0	0	0
evm.TU.01.81	88	4	84
novel_gene_555_5bd9a17a	0	0	0
evm.TU.01.1693	3	0	3
evm.TU.01.2383	0	0	0
evm.TU.01.2456	352	12	340
novel_gene_318_5bd9a17a	16	2	14
evm.TU.01.2821	168	4	164
evm.TU.01.153	117	1	116
evm.TU.01.331	331	1	330
novel_gene_992_5bd9a17a	174	4	170
evm.TU.01.2996	0	0	0
evm.TU.01.2523	204	1	203
evm.TU.01.2033	0	0	0
evm.TU.01.2591	77	3	74
evm.TU.01.945	1857	55	1802
evm.TU.01.2316	0	0	0
evm.TU.01.1031	1065	15	1050
evm.TU.01.2890	0	0	0
evm.TU.01.2172	108	5	103
evm.TU.01.1831	2889	56	2833
evm.TU.01.870	309	7	302
evm.TU.01.1801	0	0	0
evm.TU.01.983	42	3	39
evm.TU.01.2954	59	2	57
novel_gene_220_5bd9a17a	513	15	498
evm.TU.01.2493	0	0	0
evm.TU.01.1428	0	0	0
evm.TU.01.1882	262	13	249
novel_gene_191_5bd9a17a	7	0	7
evm.TU.01.1856	0	0	0
evm.TU.01.1615	0	0	0
evm.TU.01.2569	0	0	0
evm.TU.01.2467	101	2	99
evm.TU.01.981	1872	1228	2717
evm.TU.01.678	0	0	0
novel_gene_821_5bd9a17a	315	11	304
evm.TU.01.436	1898	32	1866
evm.TU.01.3035	876	29	847
evm.TU.01.2918	286	10	276
evm.TU.01.289	3083	61	3022
evm.TU.01.2587	0	0	0
evm.TU.01.2214	0	0	0
evm.TU.01.1300	1	233	16
evm.TU.01.3066	504	16	488
evm.TU.01.2186	286	17	269
evm.TU.01.2122	0	0	0
evm.TU.01.1927	0	1	0
evm.TU.01.2685	459	8	451
evm.TU.01.2825	157	6	151
evm.TU.01.661	585	9	576
evm.TU.01.1222	753	16	737
evm.TU.01.779	248	4	244
evm.TU.01.2400	0	0	0
novel_gene_721_5bd9a17a	25	0	26
evm.TU.01.770	276	7	269
evm.TU.01.1884	139	3	136
evm.TU.01.1766	0	0	0
evm.TU.01.302	48	2	46
evm.TU.01.122	1424	19	1405
evm.TU.01.1646	964	20	944
evm.TU.01.2885	147	4	143
evm.TU.01.988	562	13	549
novel_gene_664_5bd9a17a	2511	100	2411
evm.TU.01.2450	0	0	0
novel_gene_1166_5bd9a17a	148	142	6
novel_gene_627_5bd9a17a	838	16	822
novel_gene_188_5bd9a17a	391	15	376
evm.TU.01.2109	161	2	159
evm.TU.01.2459	0	0	0
evm.TU.01.301	4	0	4
evm.TU.01.1373	124	2	122
evm.TU.01.1607	1165	86	1079
evm.TU.01.781	519	8	512
evm.TU.01.140	0	0	0
evm.TU.01.2704	0	0	0
evm.TU.01.1951	0	0	0
evm.TU.01.973	0	0	0
evm.TU.01.2379	389	8	381
evm.TU.01.2848	2460	52	2408
novel_gene_540_5bd9a17a	187	2	185
evm.TU.01.245	2244	39	2205
evm.TU.01.2135	248	4	244
novel_gene_229_5bd9a17a	1057	24	1033
evm.TU.01.2485	516	255	639
evm.TU.01.2320	0	0	0
evm.TU.01.1655	0	0	0
evm.TU.01.1770	0	0	0
novel_gene_616_5bda875f	49	3	46
evm.TU.01.2216	0	0	0
evm.TU.01.483	172	4	168
evm.TU.01.2162	137	1	136
evm.TU.01.107	9864	263	9601
evm.TU.01.3054	0	0	0
novel_gene_1219_5bd9a17a	0	60	1304
evm.TU.01.1728	32	0	32
evm.TU.01.1326	0	0	0
evm.TU.01.164	3	0	3
evm.TU.01.1759	0	0	0
evm.TU.01.2038	595	18	577
novel_gene_1200_5bd9a17a	0	8	0
evm.TU.01.1485	172	5	167
evm.TU.01.900	151	3	148
evm.TU.01.2276	99	4	95
evm.TU.01.614	98	3	95
evm.TU.01.244	30	0	30
evm.TU.01.2763	48	13	35
novel_gene_377_5bd9a17a	239	5	234
evm.TU.01.2740	455	9	446
evm.TU.01.1239	49	2	47
evm.TU.01.2388	17	1	16
novel_gene_1160_5bd9a17a	7	0	7
evm.TU.01.690	550	39	819
evm.TU.01.1584	0	0	0
evm.TU.01.273	68	13	55
evm.TU.01.1251	2781	50	2731
evm.TU.01.474	736	20	716
evm.TU.01.29	454	35	419
evm.TU.01.1546	0	0	0
evm.TU.01.419	246	16	230
evm.TU.01.1705	914	22	892
evm.TU.01.1275	0	0	0
novel_gene_329_5bd9a17a	0	0	0
evm.TU.01.2949	0	0	0
evm.TU.01.1443	10022	204	9818
evm.TU.01.2945	206	16	195
evm.TU.01.2178	0	11	261
novel_gene_264_5bd9a17a	1835	42	1793
evm.TU.01.2500	0	0	0
evm.TU.01.877	0	0	0
evm.TU.01.2448	0	0	0
evm.TU.01.2239	0	0	0
evm.TU.01.40	2535	66	2469
novel_gene_1176_5bd9a17a	3	3	0
evm.TU.01.346	0	0	0
novel_gene_184_5bd9a17a	14	1	13
evm.TU.01.2220	918	36	882
evm.TU.01.243	588	8	580
evm.TU.01.1292	7	0	7
novel_gene_699_5bd9a17a	6016	104	5912
evm.TU.01.654	197	1	196
evm.TU.01.3007	731	16	715
evm.TU.01.1409	1	0	1
evm.TU.01.2561	1047	26	1021
evm.TU.01.1168	0	0	0
evm.TU.01.2393	0	0	0
evm.TU.01.878	0	0	0
evm.TU.01.278	17	1	16
evm.TU.01.34	286	7	279
evm.TU.01.1350	0	0	0
evm.TU.01.852	561	15	546
evm.TU.01.184	630	25	606
evm.TU.01.2902	1012	15	997
evm.TU.01.1142	5	0	5
evm.TU.01.2462	0	0	0
evm.TU.01.746	612	17	595
novel_gene_626_5bd9a17a	0	0	0
novel_gene_333_5bd9a17a	1041	22	1019
evm.TU.01.2183	0	0	0
evm.TU.01.1984	0	0	0
evm.TU.01.1813	0	0	0
evm.TU.01.837	0	0	0
evm.TU.01.361	4	0	4
novel_gene_1084_5bd9a17a	76	1	75
evm.TU.01.1445	0	0	0
novel_gene_947_5bd9a17a	322	9	313
novel_gene_770_5bd9a17a	3	0	3
novel_gene_1198_5bd9a17a	2200	36	2164
evm.TU.01.709	4	1	3
novel_gene_1_5bd9a17a	23	1	22
evm.TU.01.2620	0	0	0
evm.TU.01.1076	0	0	0
evm.TU.01.1535	388	10	378
evm.TU.01.1537	1	0	1
evm.TU.01.373	1894	68	2364
evm.TU.01.694	273	9	271
evm.TU.01.2516	0	0	0
evm.TU.01.2992	259	5	254
evm.TU.01.1432	827	21	806
evm.TU.01.2460	0	0	0
evm.TU.01.841	1077	25	1052
evm.TU.01.2061	0	0	0
evm.TU.01.408	0	0	0
evm.TU.01.2387	0	0	0
evm.TU.01.2757	315	5	310
evm.TU.01.378	62	2	60
evm.TU.01.1007	0	0	0
