gene_ID	var	rank
novel_gene_3490_5bd9a17a	4.745609435247751	16632
evm.TU.02.1462	2.439154149763731	16631
evm.TU.04.2294	2.3047119670339535	16630
evm.TU.10.817	2.157049377937902	16629
evm.TU.04.2310	2.093886436002945	16628
evm.TU.09.131	2.058219166759102	16627
evm.TU.04.1891	2.007649825054914	16626
novel_gene_2965_5bd9a17a	1.8646535911222866	16625
novel_gene_3491_5bd9a17a	1.8574962382400018	16624
evm.TU.07.1843	1.7974760972911736	16623
novel_gene_3300_5bd9a17a	1.785564575438463	16622
novel_gene_1143_5bd9a17a	1.7692617188642574	16621
evm.TU.01.3068	1.7577774787593619	16620
evm.TU.10.1632	1.6653706227457687	16619
evm.TU.08.1989	1.6520436287522011	16618
evm.TU.06.1710	1.649951966139041	16617
evm.TU.04.1181	1.6447940277917474	16616
evm.TU.09.145	1.6027203537243089	16615
evm.TU.04.174	1.593868038171656	16614
evm.TU.05.1928	1.5508651168140453	16613
evm.TU.04.1030	1.5300235577348364	16612
evm.TU.01.865	1.5059435779616823	16611
novel_gene_2417_5bd9a17a	1.4765683270932133	16610
evm.TU.02.1832	1.4502141355009792	16609
evm.TU.07.1707	1.437865684120545	16608
evm.TU.10.1458	1.436873907354331	16607
novel_gene_3388_5bd9a17a	1.4326158387124293	16606
evm.TU.08.1792	1.4285304782553525	16605
evm.TU.10.806	1.425717120556307	16604
evm.TU.07.160	1.4193637596581579	16603
novel_gene_3888_5bd9a17a	1.4174920582162835	16602
evm.TU.02.3250	1.4035241382650165	16601
evm.TU.02.2351	1.3994569329651771	16600
evm.TU.08.1988	1.398706817300383	16599
evm.TU.07.392	1.3939320903397734	16598
evm.TU.02.1398	1.37910855593999	16597
novel_gene_622_5bd9a17a	1.3767143785331653	16596
evm.TU.10.1804	1.365182290498502	16595
novel_gene_3140_5bd9a17a	1.3599278212207138	16594
novel_gene_155_5bd9a17a	1.3595781910511564	16593
novel_gene_4008_5bd9a17a	1.357946902952897	16592
novel_gene_3709_5bd9a17a	1.3454019538536788	16591
evm.TU.02.3038	1.3442563121957567	16590
evm.TU.08.767	1.3210430495456258	16589
evm.TU.06.1707	1.319584570557978	16588
evm.TU.04.2308	1.3134761837522866	16587
evm.TU.02.2646	1.3084698160805939	16586
evm.TU.08.1012	1.3022710547516352	16585
evm.TU.02.3112	1.286307277072144	16584
novel_gene_2708_5bd9a17a	1.285115450241592	16583
evm.TU.06.1987	1.2818056126553408	16582
evm.TU.08.1544	1.2787926230917697	16581
novel_gene_1554_5bd9a17a	1.256635528328523	16580
evm.TU.09.855	1.244263130542128	16579
novel_gene_2176_5bd9a17a	1.239464272713229	16578
evm.TU.10.814	1.2266954156039052	16577
evm.TU.07.1704	1.221448991661945	16576
evm.TU.03.481	1.2117830894691866	16575
evm.TU.04.984	1.208435217939071	16574
evm.TU.02.3114	1.2041898356926646	16573
evm.TU.01.2003	1.1920069276089769	16572
evm.TU.02.1443	1.1849700908492367	16571
evm.TU.07.1302	1.1776338103788657	16570
evm.TU.02.1246	1.1773145714238276	16569
evm.TU.09.1091	1.1578580566222896	16568
novel_gene_2330_5bd9a17a	1.1571206676171264	16567
evm.TU.07.1706	1.1562079495312008	16566
evm.TU.04.2443	1.155893088620411	16565
novel_gene_222_5bd9a17a	1.1389631715263981	16564
novel_gene_3553_5bd9a17a	1.1364167377768954	16563
evm.TU.08.1538	1.1297773686300492	16562
evm.TU.09.568	1.1234069162568912	16561
novel_gene_3751_5bd9a17a	1.1224432284056467	16560
evm.TU.03.616	1.1213875852993875	16559
novel_gene_3261_5bd9a17a	1.114256312586631	16558
evm.TU.03.536	1.113158521849718	16557
evm.TU.05.1613	1.1115929929880746	16556
evm.TU.08.1545	1.1090552476235387	16555
evm.TU.03.1530	1.105493360630208	16554
evm.TU.09.35	1.0949329786631365	16553
evm.TU.07.1035	1.0920033468119559	16552
evm.TU.09.137	1.088774980550581	16551
evm.TU.04.1990	1.0783565611102255	16550
novel_gene_3277_5bd9a17a	1.07722008469314	16549
evm.TU.01.2363	1.0740714590578437	16548
novel_gene_3047_5bd9a17a	1.0710126926947179	16547
novel_gene_3292_5bd9a17a	1.0664025703849958	16546
evm.TU.10.2012	1.0652543293241885	16545
novel_gene_339_5bd9a17a	1.0496981651603057	16544
evm.TU.06.736	1.0428555413081804	16543
evm.TU.08.758	1.0406043790413997	16542
evm.TU.03.1011	1.037104450025992	16541
evm.TU.03.239	1.0361675727548845	16540
novel_gene_3384_5bd9a17a	1.0326488299321321	16539
evm.TU.01.462	1.032300138865025	16538
evm.TU.10.532	1.0294508117420826	16537
novel_gene_1250_5bd9a17a	1.02207600878393	16536
evm.TU.01.513	1.0151642640105838	16535
novel_gene_2324_5bd9a17a	1.014689914842658	16534
evm.TU.01.1684	1.011483988176617	16533
novel_gene_3383_5bd9a17a	0.999309419567701	16532
novel_gene_3456_5bd9a17a	0.999112767623992	16531
novel_gene_2912_5bd9a17a	0.9956945268057728	16530
evm.TU.01.795	0.9949332545168178	16529
evm.TU.07.1041	0.9899021036082769	16528
novel_gene_1377_5bd9a17a	0.9843745213137085	16527
evm.TU.02.2769	0.976237151579974	16526
novel_gene_3256_5bd9a17a	0.973721497101119	16525
evm.TU.09.528	0.9679182228714953	16524
evm.TU.08.1546	0.9614409750823862	16523
evm.TU.06.431	0.9610896291022742	16522
novel_gene_1417_5bd9a17a	0.9532662791334959	16521
evm.TU.10.823	0.9508274901227621	16520
evm.TU.10.1866	0.9430345902110469	16519
evm.TU.09.1193	0.9409975858273358	16518
evm.TU.07.510	0.9406313919737201	16517
evm.TU.06.793	0.939950050066361	16516
evm.TU.02.2843	0.935761972713401	16515
evm.TU.09.1492	0.9354983313753893	16514
evm.TU.07.1303	0.933746378372302	16513
novel_gene_1114_5bd9a17a	0.9326736343163949	16512
evm.TU.01.970	0.9294138224404608	16511
evm.TU.06.1471	0.9274256525835988	16510
evm.TU.07.156	0.9209976332569771	16509
evm.TU.01.2279	0.9184692421348201	16508
evm.TU.05.312	0.915340690702143	16507
evm.TU.02.911	0.9149941013317807	16506
evm.TU.09.1633	0.9136544180387601	16505
novel_gene_2254_5bd9a17a	0.9132181649652363	16504
evm.TU.10.2146	0.9128902680867969	16503
novel_gene_1098_5bd9a17a	0.912206202009868	16502
evm.TU.05.247	0.9106969797512686	16501
evm.TU.10.1952	0.910197873224709	16500
evm.TU.01.1408	0.9099066724625591	16499
evm.TU.05.1935	0.9095248450245212	16498
evm.TU.03.1436	0.9084118106078433	16497
evm.TU.10.1280	0.903352749841976	16496
evm.TU.07.1710	0.9027645776784671	16495
evm.TU.08.1795	0.9023063289039397	16494
evm.TU.10.1540	0.8957860484049742	16493
evm.TU.06.432	0.8957294682177119	16492
evm.TU.04.1846	0.8930112721067874	16491
novel_gene_1398_5bd9a17a	0.8924483998241528	16490
novel_gene_3208_5bd9a17a	0.8906173595847984	16489
evm.TU.01.2423	0.8882032722592683	16488
evm.TU.10.718	0.8867312899180569	16487
evm.TU.02.1638	0.8861005362878132	16486
novel_gene_3079_5bd9a17a	0.8827199117168434	16485
evm.TU.10.339	0.8823085434791395	16484
evm.TU.ctgX37.2	0.8821052417630173	16483
evm.TU.05.1669	0.8818636315656175	16482
evm.TU.03.183	0.8785301264113959	16481
novel_gene_1303_5bd9a17a	0.8784848274344111	16480
evm.TU.02.385	0.877591106011011	16479
novel_gene_2001_5bd9a17a	0.8769759397037071	16478
evm.TU.01.494	0.8767035406766621	16477
evm.TU.07.81	0.8662485427942116	16476
evm.TU.03.228	0.8609392036885722	16475
evm.TU.01.996_evm.TU.01.997	0.8605716592951819	16474
evm.TU.02.3054	0.8588139941470616	16473
evm.TU.06.1868	0.8561526359361954	16472
evm.TU.08.1484	0.8561136888078162	16471
evm.TU.06.1538	0.8539537125739293	16470
evm.TU.03.611	0.8499564625244013	16469
evm.TU.01.1964	0.841694947404249	16468
evm.TU.02.52	0.8404773657328382	16467
novel_gene_1649_5bd9a17a	0.8402542420641937	16466
novel_gene_1722_5bd9a17a	0.8402089622487164	16465
evm.TU.02.3202	0.8380314309380769	16464
novel_gene_646_5bd9a17a	0.8378634194405683	16463
evm.TU.07.1594	0.8368152483819241	16462
evm.TU.07.953	0.8301524211249632	16461
novel_gene_376_5bd9a17a	0.8266674517848969	16460
novel_gene_3225_5bd9a17a	0.8265613982088282	16459
evm.TU.05.1611	0.8250201915355497	16458
novel_gene_539_5bd9a17a	0.8229172481513475	16457
evm.TU.04.2050	0.8223488069761445	16456
novel_gene_1650_5bd9a17a	0.8222175924510782	16455
evm.TU.01.114	0.8207472781606099	16454
evm.TU.03.363	0.8203912172188595	16453
evm.TU.04.534	0.8193713851823153	16452
evm.TU.05.935	0.8163179035686887	16451
novel_gene_995_5bd9a17a	0.8154853045423675	16450
evm.TU.02.1350	0.8147548901725101	16449
evm.TU.01.2924	0.8125628360704962	16448
novel_gene_3212_5bd9a17a	0.8088221273216539	16447
evm.TU.04.2004	0.8061579072588352	16446
evm.TU.05.519	0.8035413391098735	16445
novel_gene_2387_5bd9a17a	0.8026892719619385	16444
