gene_ID	var	rank
evm.TU.01.1	0.01023366547748045	2991
evm.TU.01.100	0.17996534165598743	13699
evm.TU.01.1000	0.08701835846094153	11259
evm.TU.01.1001	0.020870632377735936	5700
evm.TU.01.1002	0.006177031128623187	1516
evm.TU.01.1003	0.6968795136981011	16350
evm.TU.01.1004	0.006900882622286811	1794
evm.TU.01.1005	0.016863085731945192	4830
evm.TU.01.1006	0.06770397274425433	10365
evm.TU.01.101	0.006042776600222835	1460
evm.TU.01.1010	0.1362777901169134	12817
evm.TU.01.1011	0.0732142793746077	10643
evm.TU.01.1013	0.19479323256526718	13931
evm.TU.01.1015	0.09429340273949074	11541
evm.TU.01.1016	0.013085288667781567	3862
evm.TU.01.1017	0.21850325252062278	14264
evm.TU.01.1019	0.40803087919110576	15685
evm.TU.01.102	0.44568945442792585	15826
evm.TU.01.1021	0.5014980799477301	15985
evm.TU.01.1023	0.09704587977265798	11654
evm.TU.01.1024	0.10109273084329257	11790
evm.TU.01.1025	0.08604287916597471	11218
evm.TU.01.1026	0.026837379665609954	6728
evm.TU.01.1027	0.21164883026534215	14164
evm.TU.01.1028	0.21043064489106814	14151
evm.TU.01.103	0.004764944102495832	1023
evm.TU.01.1030	0.15725722688707439	13285
evm.TU.01.1031	0.018561383971186184	5237
evm.TU.01.1032	0.015379240257527647	4486
evm.TU.01.1034	0.007522891563073676	2012
evm.TU.01.1035	0.18920487584990725	13851
evm.TU.01.1037	0.06909446290010561	10434
evm.TU.01.1039	0.07680488732885632	10819
evm.TU.01.104	0.055093701783564944	9596
evm.TU.01.1040	0.03910593278403884	8294
evm.TU.01.1042	0.13849312185845064	12867
evm.TU.01.1043	0.37099884822982365	15518
evm.TU.01.1048	0.01522950786820957	4452
evm.TU.01.105	0.022954310426793342	6078
evm.TU.01.1053	0.003442372056953075	557
evm.TU.01.1054	0.008115038819645795	2237
evm.TU.01.1055	0.014469535450584409	4249
evm.TU.01.1057	0.013766656415164736	4047
evm.TU.01.1058	0.037191530582198644	8088
evm.TU.01.1059	0.016015505943277473	4643
evm.TU.01.106	0.015815880045962464	4593
evm.TU.01.1060	0.012298767188366715	3638
evm.TU.01.1062	0.21961404245584945	14281
evm.TU.01.1063	0.03183180657113214	7430
evm.TU.01.1064	0.014756734551391423	4331
evm.TU.01.1065	0.010934289020003884	3229
evm.TU.01.1067	0.08749648917046429	11269
evm.TU.01.1068	0.016203253575413905	4690
evm.TU.01.107	0.2721655066824688	14804
evm.TU.01.1070	0.02895828231841067	7018
evm.TU.01.1073	0.13129789949916051	12700
evm.TU.01.1074	0.02593979348547048	6589
evm.TU.01.1076	0.5074789397143389	15999
evm.TU.01.108	0.2635100227197204	14727
evm.TU.01.1080	0.33759152002780723	15323
evm.TU.01.1083	0.03215180330256179	7483
evm.TU.01.1085	0.025657838193397297	6545
evm.TU.01.1086	0.1778335985306979	13673
evm.TU.01.1088	0.05114087425861399	9326
evm.TU.01.1089	0.21365067998986545	14197
evm.TU.01.109	0.4092570430928068	15690
evm.TU.01.1090	0.017603359033851202	5014
evm.TU.01.1093	0.004443650764758292	890
evm.TU.01.1094	0.03921726890712477	8316
evm.TU.01.1095	0.008128781628344257	2247
evm.TU.01.1096	0.0038915324271525872	704
evm.TU.01.1097	0.13215409415687887	12716
evm.TU.01.11	0.017169339247203895	4919
evm.TU.01.1102	0.2188392479496846	14271
evm.TU.01.1106	0.6730864607041397	16326
evm.TU.01.1108	0.45545585762174334	15857
evm.TU.01.1109	0.2204907840436849	14290
evm.TU.01.110_evm.TU.01.111_evm.TU.01.113	0.7501628424371238	16397
evm.TU.01.1110	0.02014541120241806	5558
evm.TU.01.1111	0.02058734901563179	5651
evm.TU.01.1116	0.0032689038358349634	508
evm.TU.01.1117	0.0022245331793713783	236
evm.TU.01.1120	0.005342442333809684	1213
evm.TU.01.1121	0.08556696450540921	11200
evm.TU.01.1124	0.004669566843166458	982
evm.TU.01.1126	0.114089093148777	12215
evm.TU.01.1127	0.01893819177153658	5326
evm.TU.01.1128	0.027138136352949985	6771
evm.TU.01.1130	0.011225056585218472	3328
evm.TU.01.1133	0.011685510279321085	3473
evm.TU.01.1134	0.08106275704547646	11002
evm.TU.01.1135	0.06163926596164562	10019
evm.TU.01.1136	0.0035908113665447795	604
evm.TU.01.1139	0.014307443710407812	4199
evm.TU.01.114	0.8207472781606099	16454
evm.TU.01.1140	0.03234159621502414	7515
evm.TU.01.1141	0.03444908437159097	7751
evm.TU.01.1142	0.009660725781538619	2793
evm.TU.01.1143	0.4673907842202777	15899
evm.TU.01.1144	0.0051538750818816564	1151
evm.TU.01.1145	0.11291583279651309	12159
evm.TU.01.1146	0.04407156011683603	8757
evm.TU.01.1147	0.06638659309904639	10295
evm.TU.01.1148	0.011324083163503288	3362
evm.TU.01.1149	0.05565811703941202	9641
evm.TU.01.115	0.2837151866126733	14924
evm.TU.01.1150	0.015493196476660706	4515
evm.TU.01.1151	0.2811398334606703	14902
evm.TU.01.1152	0.0034404654419612586	556
evm.TU.01.1153	0.028396441865596787	6946
evm.TU.01.1154	0.00657288943787898	1681
evm.TU.01.1155	0.27227038201697107	14807
evm.TU.01.1156	0.23715485548124718	14484
evm.TU.01.1158	0.14243944766493158	12955
evm.TU.01.116	0.005340251848663707	1212
evm.TU.01.1160	0.0026469538418124414	334
evm.TU.01.1162	0.10270444032482577	11844
evm.TU.01.1163	0.009374527088915664	2687
evm.TU.01.1164	0.02355826121590048	6171
evm.TU.01.1166	0.16548591305061094	13455
evm.TU.01.1169	0.2591651850460711	14689
evm.TU.01.117	0.05218581238671523	9400
evm.TU.01.1172	0.2786273004549756	14873
evm.TU.01.1173	0.11507917233996202	12254
evm.TU.01.1174	0.013103326702398098	3869
evm.TU.01.1175	0.1880065929975021	13833
evm.TU.01.1176	0.0345874910607038	7769
evm.TU.01.1177	0.006999440882540124	1828
evm.TU.01.1178	0.01670668643328615	4799
evm.TU.01.1179	0.008674285695598374	2461
evm.TU.01.118	0.009451871951351682	2716
evm.TU.01.1180	0.14736561344258597	13075
evm.TU.01.1182	0.004814579598937613	1044
evm.TU.01.1183	0.05972060046828783	9909
evm.TU.01.1184	0.05777822276998195	9802
evm.TU.01.1185	0.009173506083280061	2622
evm.TU.01.1186	0.012665752051311919	3749
evm.TU.01.1187	0.0055731569045321845	1294
evm.TU.01.1188	0.04491794880041278	8827
evm.TU.01.1189	0.3612093741625117	15465
evm.TU.01.1190	0.221315503761024	14304
evm.TU.01.1191	0.37604292689300284	15544
evm.TU.01.1192	0.026391516395579004	6658
evm.TU.01.1193	0.07001128846907316	10485
evm.TU.01.1194	0.01691170024008332	4849
evm.TU.01.1195	0.010500131246937876	3081
evm.TU.01.1196	0.25313246290984504	14633
evm.TU.01.1197	0.08795545203475527	11286
evm.TU.01.1198	0.04553428321079308	8892
evm.TU.01.1199	0.012434327525282118	3678
evm.TU.01.12	0.09733912755748893	11665
evm.TU.01.120	0.088159410469358	11303
evm.TU.01.1200	0.034175886811511055	7726
evm.TU.01.1202	0.02591102392326624	6584
evm.TU.01.1203	0.07097789310290172	10532
evm.TU.01.1204	0.05762630397371272	9790
evm.TU.01.121	0.05284213697673493	9447
evm.TU.01.1210	0.012493045509954859	3695
evm.TU.01.1212	0.05579017425366328	9654
evm.TU.01.1215	0.026448203053654747	6666
evm.TU.01.1216	0.016958397172032846	4861
evm.TU.01.1217	0.03574384103163428	7913
evm.TU.01.1218	0.022893887107899077	6068
evm.TU.01.1219_evm.TU.01.1220	0.009495207554385326	2735
evm.TU.01.122	0.021036511943977897	5720
evm.TU.01.1221	0.00429354408614901	836
evm.TU.01.1222	0.0044780977353068956	909
evm.TU.01.1223	0.023886974603138378	6241
evm.TU.01.1226	0.09499590425275077	11578
evm.TU.01.1227	0.05567828502447876	9642
evm.TU.01.1228	0.0025184972382349983	299
evm.TU.01.123	0.5309806930879349	16067
evm.TU.01.1230	0.022372985989790938	5966
evm.TU.01.1231	0.19482312989675218	13932
evm.TU.01.1233	0.007588578734906563	2038
evm.TU.01.1236	0.04924259790933396	9183
evm.TU.01.1239	0.16046642989202828	13363
evm.TU.01.124	0.02396406088412805	6256
evm.TU.01.1240	0.01079198964520235	3174
evm.TU.01.1241	0.04975854212374073	9218
evm.TU.01.1246	0.0020221458642330375	189
evm.TU.01.1247	0.0215892550790077	5827
evm.TU.01.1248	0.0026109739899818226	325
evm.TU.01.1249	0.00620637198654718	1532
evm.TU.01.1251	0.1027661541148878	11845
evm.TU.01.1252	0.0053502228235866095	1216
evm.TU.01.1254	4.7232654598745394e-4	6
evm.TU.01.1255	0.019137339972641772	5370
evm.TU.01.1256	0.007173011122947649	1890
evm.TU.01.1257	0.1680621716068474	13511
